"nr","lwage_1980","educ_1980","black_1980","hisp_1980","exper_1980","married_1980","union_1980","hours_1980","lwage_1981","educ_1981","black_1981","hisp_1981","exper_1981","married_1981","union_1981","hours_1981","lwage_1982","educ_1982","black_1982","hisp_1982","exper_1982","married_1982","union_1982","hours_1982","lwage_1983","educ_1983","black_1983","hisp_1983","exper_1983","married_1983","union_1983","hours_1983","lwage_1984","educ_1984","black_1984","hisp_1984","exper_1984","married_1984","union_1984","hours_1984","lwage_1985","educ_1985","black_1985","hisp_1985","exper_1985","married_1985","union_1985","hours_1985","lwage_1986","educ_1986","black_1986","hisp_1986","exper_1986","married_1986","union_1986","hours_1986","lwage_1987","educ_1987","black_1987","hisp_1987","exper_1987","married_1987","union_1987","hours_1987"
8520,0.5544003,15,0,0,2,0,0,3050,1.115962,15,0,0,3,0,1,3276,1.31537,15,0,0,4,0,0,2825,1.259904,15,0,0,5,1,0,3106,1.296499,15,0,0,6,1,0,1530,-1.155182,15,0,0,7,1,0,4290,1.288348,15,0,0,8,1,0,4565,1.366002,15,0,0,9,1,0,4225
8524,1.198259,11,0,0,1,1,0,1825,1.529395,11,0,0,2,1,0,2080,1.526783,11,0,0,3,1,1,1960,1.497151,11,0,0,4,1,1,1960,1.514128,11,0,0,5,1,1,2000,1.728221,11,0,0,6,1,1,1920,-0.6997917,11,0,0,7,1,1,2000,1.580634,11,0,0,8,1,1,2360
8548,1.194742,8,0,0,3,0,0,2090,1.183354,8,0,0,4,0,0,1960,1.137698,8,0,0,5,0,0,2080,1.367037,8,0,0,6,0,0,2080,1.344394,8,0,0,7,1,0,2310,1.532264,8,0,0,8,0,0,1270,1.192793,8,0,0,9,0,0,2210,1.067848,8,0,0,10,0,0,2080
8556,1.638043,11,0,0,2,0,0,2236,1.783048,11,0,0,3,0,0,2152,1.638513,11,0,0,4,0,0,2191,1.770872,11,0,0,5,1,0,2236,1.973131,11,0,0,6,1,0,2236,2.022145,11,0,0,7,1,0,2236,1.92375,11,0,0,8,1,0,2128,2.035432,11,0,0,9,1,0,2080
8564,0.8091868,11,0,0,1,0,0,3940,1.263692,11,0,0,2,1,0,2600,1.354564,11,0,0,3,1,0,2600,1.470518,11,0,0,4,1,0,2600,1.363681,11,0,0,5,1,0,3040,1.819571,11,0,0,6,1,0,2300,1.537006,11,0,0,7,1,0,2136,1.524607,11,0,0,8,1,0,2080
8581,1.227709,12,1,0,3,0,0,1820,1.167828,12,1,0,4,0,0,1493,0.7084505,12,1,0,5,0,0,1863,0.9615011,12,1,0,6,0,0,2530,0.6740973,12,1,0,7,1,0,2851,0.9843019,12,1,0,8,1,0,2020,0.7273246,12,1,0,9,1,0,2240,0.7490159,12,1,0,10,0,0,3614
8586,-0.7648809,12,1,0,3,0,0,2472,1.649516,12,1,0,4,0,0,2152,1.872825,12,1,0,5,0,0,2080,1.613375,12,1,0,6,0,0,2472,1.627983,12,1,0,7,0,0,2128,1.648179,12,1,0,8,0,0,2080,1.79682,12,1,0,9,0,0,2416,1.67623,12,1,0,10,0,0,2264
8587,0.9920741,11,1,0,3,0,1,1814,0.8982361,11,1,0,4,0,0,2012,0.9699908,11,1,0,5,0,0,2075,0.8040043,11,1,0,6,0,0,1960,1.305523,11,1,0,7,0,0,2227,1.476625,11,1,0,8,0,1,2089,-0.9812042,11,1,0,9,0,0,2120,0.7911184,11,1,0,10,0,0,2310
8597,1.521122,10,1,0,6,0,1,1160,1.13498,10,1,0,7,0,1,1800,1.755042,10,1,0,8,0,1,2080,1.786035,10,1,0,9,0,1,2080,1.854397,10,1,0,10,0,1,2080,1.920112,10,1,0,11,0,1,2080,1.946565,10,1,0,12,0,1,2080,1.952051,10,1,0,13,0,1,2080
8656,1.224856,12,0,0,2,0,0,2340,1.356736,12,0,0,3,0,0,2266,1.537357,12,0,0,4,0,0,2101,1.749195,12,0,0,5,1,0,2285,1.667678,12,0,0,6,1,1,2507,1.495128,12,0,0,7,1,0,2424,1.235549,12,0,0,8,1,0,2310,0.8233793,12,0,0,9,1,0,3355
8722,1.700794,12,0,1,4,0,0,2100,1.550249,12,0,1,5,0,0,2088,1.679744,12,0,1,6,0,0,1682,1.786035,12,0,1,7,0,0,2080,1.682546,12,0,1,8,0,0,2080,1.622861,12,0,1,9,0,0,2080,1.85579,12,0,1,10,0,0,1760,1.688991,12,0,1,11,0,0,2000
8743,1.615637,12,0,0,3,1,0,2744,1.980008,12,0,0,4,1,0,2430,1.844273,12,0,0,5,1,0,2925,1.622108,12,0,0,6,1,0,3128,1.801291,12,0,0,7,1,0,3117,1.586156,12,0,0,8,1,0,3043,1.547531,12,0,0,9,1,0,3100,1.546586,12,0,0,10,1,0,3120
8749,1.659196,8,1,0,9,1,0,1684,1.325931,8,1,0,10,1,0,1912,1.5719,8,1,0,11,1,0,1800,1.437728,8,1,0,12,1,0,2080,1.515763,8,1,0,13,1,0,1880,1.432817,8,1,0,14,1,0,2080,1.529671,8,1,0,15,1,0,2080,1.74711,8,1,0,16,1,0,2080
8758,1.425527,12,0,0,3,1,0,2340,1.198307,12,0,0,4,1,0,2655,1.520725,12,0,0,5,1,0,2925,1.994583,12,0,0,6,1,0,2781,1.709979,12,0,0,7,1,0,3200,1.829947,12,0,0,8,1,0,2260,2.457209,12,0,0,9,1,0,800,1.569501,12,0,0,10,1,0,2519
8796,1.007498,13,0,0,2,0,1,1034,2.065973,13,0,0,3,0,1,1196,2.19799,13,0,0,4,0,1,1152,2.297929,13,0,0,5,0,1,1100,2.171184,13,0,0,6,0,1,1276,2.240732,13,0,0,7,0,1,1186,2.22755,13,0,0,8,0,1,1185,2.220964,13,0,0,9,0,1,1244
8838,1.531362,12,0,0,3,0,0,2105,1.677315,12,0,0,4,0,0,1794,1.240877,12,0,0,5,0,0,2000,1.482766,12,0,0,6,0,0,1657,1.210621,12,0,0,7,0,0,3126,1.633859,12,0,0,8,0,0,2110,1.756944,12,0,0,9,1,0,2080,1.861079,12,0,0,10,1,0,2080
8842,1.244274,11,0,0,2,0,0,2040,0.835287,11,0,0,3,0,0,694,1.179678,11,0,0,4,0,0,2080,1.243675,11,0,0,5,1,0,2315,1.675361,11,0,0,6,1,0,2095,1.633753,11,0,0,7,1,0,2374,1.593886,11,0,0,8,1,0,2556,1.537852,11,0,0,9,1,0,2600
8846,1.297177,12,0,0,2,1,1,2080,1.326871,12,0,0,3,1,1,2080,1.28103,12,0,0,4,1,1,2080,1.342593,12,0,0,5,1,1,2080,1.33476,12,0,0,6,1,1,2080,1.489141,12,0,0,7,1,1,2530,1.760325,12,0,0,8,1,1,2278,1.627703,12,0,0,9,1,1,2264
8860,1.230645,13,0,1,4,0,1,1650,1.326871,13,0,1,5,0,1,2080,1.285125,13,0,1,6,0,0,1850,1.169464,13,0,1,7,0,0,2040,1.226643,13,0,1,8,1,0,2080,1.273485,13,0,1,9,1,0,2080,1.262468,13,0,1,10,1,1,2080,1.119142,13,0,1,11,1,0,2288
8862,1.26628,13,0,1,2,0,0,1587,1.397786,13,0,1,3,0,0,1990,1.504921,13,0,1,4,0,0,2010,1.517771,13,0,1,5,0,0,2080,1.509887,13,0,1,6,0,0,2472,1.888038,13,0,1,7,0,0,2112,1.763633,13,0,1,8,0,0,2384,1.892331,13,0,1,9,0,0,2496
8880,2.058924,12,0,1,4,0,0,1769,2.292497,12,0,1,5,0,0,2136,2.298985,12,0,1,6,0,1,2260,2.402047,12,0,1,7,0,1,2208,2.390965,12,0,1,8,1,1,2229,2.406504,12,0,1,9,1,1,2101,2.519084,12,0,1,10,1,1,2080,2.524854,12,0,1,11,1,1,2142
8886,1.429428,12,0,1,5,0,0,2080,1.442384,12,0,1,6,0,0,2080,1.579274,12,0,1,7,0,0,2080,1.490573,12,0,1,8,0,0,2272,1.788857,12,0,1,9,0,0,2104,1.602266,12,0,1,10,1,0,2080,1.498032,12,0,1,11,1,0,2285,2.118713,12,0,1,12,0,0,2220
8903,0.9816717,11,0,1,2,0,0,1890,-0.2209188,11,0,1,3,1,0,898,1.185464,11,0,1,4,0,0,2068,1.396913,11,0,1,5,1,0,2000,1.307853,11,0,1,6,1,0,2080,1.652714,11,0,1,7,1,0,2200,1.158108,11,0,1,8,1,0,3536,0.4595171,11,0,1,9,1,0,1408
8908,1.241183,12,0,1,2,0,1,2430,1.271414,12,0,1,3,1,1,2580,1.423654,12,0,1,4,1,0,2354,1.160251,12,0,1,5,1,0,3889,1.228117,12,0,1,6,1,0,2867,1.383844,12,0,1,7,1,0,3048,1.149982,12,0,1,8,1,1,2768,1.156882,12,0,1,9,1,1,2704
8911,1.047522,12,0,1,4,0,0,2080,1.12393,12,0,1,5,0,1,2080,1.061895,12,0,1,6,0,1,2080,0.9269024,12,0,1,7,0,0,2080,1.050024,12,0,1,8,0,1,2080,1.072815,12,0,1,9,0,0,2080,1.117286,12,0,1,10,0,1,2080,1.119142,12,0,1,11,0,0,2080
8917,1.556034,11,0,1,4,1,0,3720,2.000533,11,0,1,5,1,0,3084,1.585919,11,0,1,6,1,0,3387,1.740366,11,0,1,7,0,0,2920,1.866268,11,0,1,8,0,0,3570,2.133687,11,0,1,9,0,0,3200,2.154777,11,0,1,10,0,0,2380,1.939658,11,0,1,11,0,0,2930
8991,1.451502,11,1,0,3,0,0,2280,2.276037,11,1,0,4,0,1,2336,2.011176,11,1,0,5,0,0,3220,2.227178,11,1,0,6,0,1,2440,2.205795,11,1,0,7,0,0,2080,2.207794,11,1,0,8,0,0,2080,2.187727,11,1,0,9,0,0,2080,2.074653,11,1,0,10,1,1,2080
8997,1.812643,14,1,0,2,0,1,2080,1.96765,14,1,0,3,0,1,2080,2.06894,14,1,0,4,0,1,2080,2.210918,14,1,0,5,0,1,2080,2.343945,14,1,0,6,0,1,2080,2.309577,14,1,0,7,0,1,2080,2.381883,14,1,0,8,0,1,2080,2.282292,14,1,0,9,0,1,2080
9014,1.829711,12,1,0,4,0,0,1704,1.483992,12,1,0,5,0,0,2358,1.460391,12,1,0,6,0,0,1920,1.41241,12,1,0,7,0,1,2080,1.074813,12,1,0,8,0,0,3342,1.720146,12,1,0,9,0,0,2238,2.174655,12,1,0,10,1,0,1430,1.812289,12,1,0,11,1,0,2080
9015,1.399806,9,1,0,7,0,0,3381,1.391407,9,1,0,8,0,0,3512,1.380151,9,1,0,9,0,0,3688,1.733837,9,1,0,10,1,1,2836,1.556777,9,1,0,11,1,0,2860,1.764923,9,1,0,12,1,0,2140,1.673063,9,1,0,13,1,0,3480,1.301856,9,1,0,14,1,1,4245
9027,1.579336,12,0,0,3,0,0,2280,1.600313,12,0,0,4,0,0,2422,2.400315,12,0,0,5,0,0,2182,2.361105,12,0,0,6,0,1,2203,2.273077,12,0,0,7,0,1,1779,2.443347,12,0,0,8,0,1,1350,2.503426,12,0,0,9,0,1,2167,2.309376,12,0,0,10,0,1,2404
9066,1.601883,11,1,0,1,0,1,1070,1.429398,11,1,0,2,0,0,3065,-1.216737,11,1,0,3,0,0,3300,1.106963,11,1,0,4,0,0,3378,1.246191,11,1,0,5,0,1,3419,1.415847,11,1,0,6,0,0,3116,1.668933,11,1,0,7,0,0,3120,1.727523,11,1,0,8,0,1,2830
9082,-0.0735525,8,0,0,4,0,0,1905,1.293026,8,0,0,5,0,0,2055,1.634414,8,0,0,6,0,0,1760,1.688526,8,0,0,7,1,0,1600,1.618008,8,0,0,8,1,0,2080,1.514647,8,0,0,9,0,0,2080,1.468529,8,0,0,10,1,0,2080,1.706928,8,0,0,11,1,0,2080
9131,1.106829,5,0,0,9,0,0,2048,1.027746,5,0,0,10,1,0,2290,1.262565,5,0,0,11,1,0,2340,1.399988,5,0,0,12,1,0,2340,1.58957,5,0,0,13,1,0,2140,1.491833,5,0,0,14,1,0,2280,1.373515,5,0,0,15,1,0,2180,1.459467,5,0,0,16,1,0,2220
9132,1.224856,6,0,0,7,1,0,2080,1.175223,6,0,0,8,1,0,1976,1.596674,6,0,0,9,1,0,1980,1.512975,6,0,0,10,1,0,2090,1.618008,6,0,0,11,1,0,2080,1.514647,6,0,0,12,1,0,2080,1.851255,6,0,0,13,1,0,2080,1.861079,6,0,0,14,1,1,2080
9154,2.563854,15,0,0,2,0,1,1104,2.530633,15,0,0,3,0,1,1261,2.170793,15,0,0,4,0,1,1870,2.197423,15,0,0,5,0,1,1865,2.454637,15,0,0,6,0,1,1820,2.069024,15,0,0,7,0,1,3226,2.428656,15,0,0,8,0,0,2452,2.602089,15,0,0,9,0,1,2030
9158,1.501066,12,0,0,4,1,0,2367,1.403629,12,0,0,5,1,0,2402,1.058482,12,0,0,6,1,0,2348,1.146991,12,0,0,7,1,0,2550,1.171721,12,0,0,8,1,0,2600,1.075348,12,0,0,9,1,0,2190,1.077325,12,0,0,10,1,0,2255,1.096669,12,0,0,11,1,0,2340
9184,1.304899,11,0,0,3,1,0,3120,1.203973,11,0,0,4,1,0,3120,1.285038,11,0,0,5,1,0,3120,1.173516,11,0,0,6,0,0,3612,1.114524,11,0,0,7,1,0,3088,1.140435,11,0,0,8,1,0,3132,1.371391,11,0,0,9,1,0,2756,2.094188,11,0,0,10,1,0,3295
9230,1.090123,11,1,0,1,0,0,1190,0.8966924,11,1,0,2,0,0,1958,0.8024934,11,1,0,3,0,0,2022,1.684383,11,1,0,4,0,0,1219,1.164603,11,1,0,5,0,0,2444,1.729596,11,1,0,6,0,0,2181,1.946565,11,1,0,7,0,1,2080,2.074653,11,1,0,8,0,1,2080
9265,1.235728,11,0,1,1,0,0,1610,0.9976364,11,0,1,2,0,0,1770,1.450438,11,0,1,3,0,0,2430,1.494705,11,0,1,4,0,1,2456,1.948554,11,0,1,5,0,0,2192,1.89467,11,0,1,6,0,0,2540,2.256119,11,0,1,7,0,0,2220,2.266544,11,0,1,8,0,0,2080
9367,0.9316944,11,1,0,2,0,0,1220,0.7915872,11,1,0,3,0,0,1450,1.315071,11,1,0,4,0,0,1312,1.437212,11,1,0,5,0,0,2584,1.480093,11,1,0,6,0,0,2308,1.67895,11,1,0,7,0,0,2080,1.654087,11,1,0,8,0,0,2280,1.920502,11,1,0,9,0,0,2240
9390,-0.8876855,12,1,0,4,0,0,1720,1.981077,12,1,0,5,0,1,2295,1.966351,12,1,0,6,0,1,2210,2.489866,12,1,0,7,0,0,2300,2.320027,12,1,0,8,0,0,2955,2.19379,12,1,0,9,0,0,2260,2.41388,12,1,0,10,0,0,2370,2.19199,12,1,0,11,0,1,2490
9391,1.320647,11,1,0,3,0,0,1890,1.107581,11,1,0,4,0,0,1850,1.758895,11,1,0,5,0,0,2072,1.304937,11,1,0,6,0,0,3088,1.320756,11,1,0,7,0,0,2240,1.514647,11,1,0,8,0,0,2080,2.113619,11,1,0,9,0,0,1600,1.571356,11,1,0,10,0,0,1985
9418,2.132865,15,1,0,2,0,0,1940,2.146396,15,1,0,3,0,0,1964,2.3689,15,1,0,4,0,0,1935,2.370011,15,1,0,5,1,0,2047,2.090276,15,1,0,6,1,0,2940,2.439651,15,1,0,7,1,0,2710,2.548255,15,1,0,8,1,0,2590,2.754728,15,1,0,9,1,0,2310
9424,2.035786,12,0,1,3,0,1,2080,1.877702,12,0,1,4,0,1,2080,1.872825,12,0,1,5,0,0,2080,1.89726,12,0,1,6,0,1,2080,1.90569,12,0,1,7,0,1,2080,1.896015,12,0,1,8,0,1,2080,2.347234,12,0,1,9,0,1,2280,2.278748,12,0,1,10,1,1,2544
9447,1.050256,14,0,0,3,0,0,774,1.406853,14,0,0,4,0,0,1685,0.896606,14,0,0,5,0,0,1595,2.418557,14,0,0,6,0,0,780,1.8496,14,0,0,7,0,0,1760,1.756392,14,0,0,8,0,0,2450,1.77847,14,0,0,9,0,0,3020,1.966439,14,0,0,10,1,0,3120
9449,1.000602,15,0,0,2,0,0,653,1.185104,15,0,0,3,0,0,1712,1.507081,15,0,0,4,0,0,1999,1.296552,15,0,0,5,0,0,2595,1.665117,15,0,0,6,0,0,1852,1.901212,15,0,0,7,1,0,1615,1.820483,15,0,0,8,1,1,2574,2.021731,15,0,0,9,1,1,1940
9453,2.043009,15,0,0,2,0,1,1870,1.989057,15,0,0,3,0,1,2025,1.872825,15,0,0,4,0,1,2080,1.973246,15,0,0,5,0,1,2080,2.023473,15,0,0,6,0,1,2080,2.242028,15,0,0,7,1,1,2010,2.017903,15,0,0,8,1,1,2465,2.045777,15,0,0,9,1,0,2635
9468,1.420731,16,0,0,1,0,0,1368,1.342876,16,0,0,2,0,0,1671,1.416374,16,0,0,3,0,0,1824,1.578395,16,0,0,4,0,0,2560,1.885822,16,0,0,5,0,0,2440,2.037503,16,0,0,6,1,0,2290,2.203475,16,0,0,7,1,0,2340,2.164509,16,0,0,8,1,0,2340
9502,2.075007,12,0,0,5,1,1,2000,2.11153,12,0,0,6,1,1,1840,1.992714,12,0,0,7,1,1,2050,2.46581,12,0,0,8,1,1,1860,2.174324,12,0,0,9,1,0,2385,1.705971,12,0,0,10,1,0,2454,1.514313,12,0,0,11,1,0,2724,1.619708,12,0,0,12,1,0,2900
9505,1.119496,8,0,0,5,0,0,2080,1.079194,8,0,0,6,0,0,2080,0.9125242,8,0,0,7,0,0,2080,1.032263,8,0,0,8,0,0,2080,0.9893992,8,0,0,9,0,0,2080,1.072815,8,0,0,10,0,0,2080,1.052747,8,0,0,11,0,0,2080,0.9206907,8,0,0,12,0,0,2080
9603,1.190911,10,0,0,7,1,0,2367,1.069446,10,0,0,8,1,0,1867,1.230666,10,0,0,9,1,0,2328,1.134778,10,0,0,10,1,0,2288,1.033851,10,0,0,11,1,0,2288,1.010294,10,0,0,12,1,0,2288,1.108775,10,0,0,13,0,0,2360,1.211575,10,0,0,14,0,0,2342
9643,1.782337,12,0,1,2,0,0,1340,1.139434,12,0,1,3,0,0,1280,1.961317,12,0,1,4,0,0,550,1.188017,12,0,1,5,0,0,1335,1.960415,12,0,1,6,0,0,1280,1.657094,12,0,1,7,0,0,1675,1.795165,12,0,1,8,0,0,2200,1.527013,12,0,1,9,0,0,1660
9667,1.557106,13,0,1,1,0,0,746,1.688151,13,0,1,2,0,0,1331,2.160507,13,0,1,3,0,1,2080,2.237485,13,0,1,4,0,0,2080,2.566278,13,0,1,5,1,0,2310,2.599698,13,0,1,6,1,0,2510,2.923384,13,0,1,7,1,0,2385,3.037133,13,0,1,8,1,0,2200
9683,0.7028115,12,1,0,5,0,0,3944,1.391992,12,1,0,6,1,1,3500,1.184955,12,1,0,7,1,0,4368,0.929984,12,1,0,8,1,0,2016,0.9260633,12,1,0,9,1,0,3324,0.0878387,12,1,0,10,1,0,4332,2.23983,12,1,0,11,1,0,2468,1.81152,12,1,0,12,0,1,2602
9694,1.650557,15,0,0,1,0,0,1223,1.988927,15,0,0,2,0,0,2080,2.026976,15,0,0,3,0,0,2080,2.053454,15,0,0,4,1,0,2080,2.311155,15,0,0,5,1,0,2080,2.299853,15,0,0,6,1,0,2080,2.30233,15,0,0,7,1,0,2080,2.342917,15,0,0,8,1,0,2080
9710,1.871046,12,0,0,4,0,0,1962,1.116267,12,0,0,5,0,0,2620,1.658858,12,0,0,6,0,0,2290,1.586764,12,0,0,7,0,0,2240,-0.6390869,12,0,0,8,0,0,2120,1.712603,12,0,0,9,0,0,2194,1.830163,12,0,0,10,0,0,2204,1.571208,12,0,0,11,0,0,2250
9718,1.098562,13,0,0,1,0,0,590,1.740466,13,0,0,2,0,0,400,2.278771,13,0,0,3,0,0,154,2.464209,13,0,0,4,0,0,1240,2.359945,13,0,0,5,0,0,2080,2.504719,13,0,0,6,0,0,2080,2.493109,13,0,0,7,1,0,2080,2.623219,13,0,0,8,1,0,2080
9725,1.039124,13,0,0,1,0,0,2075,1.351356,13,0,0,2,0,0,1864,1.660606,13,0,0,3,0,0,2286,1.600138,13,0,0,4,0,0,2446,1.611243,13,0,0,5,0,0,2848,1.685255,13,0,0,6,0,0,2568,1.784046,13,0,0,7,0,0,2496,1.812289,13,0,0,8,0,0,2496
9744,1.630321,15,0,0,2,0,1,2080,1.771957,15,0,0,3,0,0,2040,1.978185,15,0,0,4,0,0,2080,1.839354,15,0,0,5,0,0,2320,1.944002,15,0,0,6,0,0,2202,1.889956,15,0,0,7,0,0,2552,2.158858,15,0,0,8,1,0,2485,2.104958,15,0,0,9,1,1,2600
9752,2.245486,15,0,0,2,0,0,2155,1.971709,15,0,0,3,1,0,4455,2.232251,15,0,0,4,1,0,3630,2.554348,15,0,0,5,1,0,4256,2.904641,15,0,0,6,1,0,3830,2.966106,15,0,0,7,1,0,3480,2.990088,15,0,0,8,1,0,3330,3.131654,15,0,0,9,1,0,2780
9776,2.280909,11,0,1,3,0,0,2080,2.040221,11,0,1,4,1,1,2080,2.206064,11,0,1,5,1,1,2360,2.37712,11,0,1,6,1,1,2168,2.246419,11,0,1,7,1,1,1160,1.94059,11,0,1,8,1,1,2426,2.25672,11,0,1,9,1,1,2496,2.217754,11,0,1,10,1,1,2496
9786,1.666689,12,0,1,2,0,1,2340,1.708582,12,0,1,3,0,1,2130,1.859402,12,0,1,4,0,1,2080,1.821137,12,0,1,5,0,1,2376,1.910225,12,0,1,6,0,0,2112,1.874992,12,0,1,7,0,0,2176,1.922729,12,0,1,8,0,0,2227,2.09888,12,0,1,9,0,0,2202
9791,0.817683,15,0,0,1,0,0,1758,0.7727993,15,0,0,2,0,0,2955,1.169589,15,0,0,3,0,0,2568,-0.1647628,15,0,0,4,1,0,2582,2.570399,15,0,0,5,1,0,2140,2.587817,15,0,0,6,1,0,2540,2.547612,15,0,0,7,1,0,3110,2.517528,15,0,0,8,1,0,4110
9794,1.524961,12,0,0,3,0,0,2080,1.609438,12,0,0,4,1,1,2080,1.619795,12,0,0,5,1,0,2080,1.650552,12,0,0,6,1,1,2080,1.549015,12,0,0,7,1,1,2080,1.765962,12,0,0,8,1,1,2080,1.745894,12,0,0,9,1,1,2080,2.180785,12,0,0,10,1,1,1295
9810,1.251219,11,0,1,2,0,0,3444,0.36179,11,0,1,3,0,0,3120,1.700352,11,0,1,4,1,1,3570,1.076831,11,0,1,5,1,0,3730,1.030221,11,0,1,6,1,0,3744,1.003293,11,0,1,7,1,0,3964,0.8987063,11,0,1,8,1,0,4044,1.390799,11,0,1,9,0,0,3963
9846,2.098068,12,0,1,3,1,0,2610,2.359585,12,0,1,4,1,0,2796,2.102528,12,0,1,5,1,0,2296,1.947785,12,0,1,6,1,0,2602,2.05864,12,0,1,7,1,0,2856,2.300416,12,0,1,8,1,0,2370,0.924035,12,0,1,9,1,0,920,2.313545,12,0,1,10,1,1,2520
9859,1.448,12,0,1,4,0,1,2080,1.498334,12,0,1,5,0,1,2080,1.547403,12,0,1,6,0,1,2080,-0.7909873,12,0,1,7,0,1,2080,1.800329,12,0,1,8,0,1,2080,1.407925,12,0,1,9,0,1,3802,1.539819,12,0,1,10,0,0,2556,1.760996,12,0,1,11,0,1,2080
9868,1.22276,11,0,1,2,0,0,1433,1.171183,11,0,1,3,0,0,1240,1.233745,11,0,1,4,0,0,2080,1.204113,11,0,1,5,0,0,2080,1.218168,11,0,1,6,0,0,2482,1.232509,11,0,1,7,0,0,1970,1.304711,11,0,1,8,1,0,1976,1.368055,11,0,1,9,1,1,1946
9876,1.776809,13,0,1,4,1,0,2620,1.829239,13,0,1,5,1,0,2697,1.784884,13,0,1,6,1,0,2839,1.924314,13,0,1,7,1,0,3090,2.095734,13,0,1,8,1,0,2838,1.939209,13,0,1,9,1,0,3222,2.182702,13,0,1,10,1,0,2964,2.134204,13,0,1,11,1,0,3015
9883,2.063185,12,0,1,2,0,1,2080,-0.2623643,12,0,1,3,0,1,2080,2.27829,12,0,1,4,0,1,2080,2.265978,12,0,1,5,0,0,2120,2.002069,12,0,1,6,1,0,3400,2.550725,12,0,1,7,1,1,2520,2.370529,12,0,1,8,1,0,2970,2.498911,12,0,1,9,1,0,2460
9889,1.918003,14,0,0,2,1,0,2080,1.733491,14,0,0,3,1,0,2120,1.939564,14,0,0,4,1,0,2270,2.171697,14,0,0,5,1,0,2080,2.314658,14,0,0,6,1,0,2280,2.462754,14,0,0,7,1,0,2130,2.628284,14,0,0,8,1,0,2080,2.660089,14,0,0,9,1,0,2272
9901,1.998972,12,0,1,4,0,0,1079,1.65026,12,0,1,5,0,0,768,1.35191,12,0,1,6,0,0,2140,1.606407,12,0,1,7,0,1,2050,1.8496,12,0,1,8,0,1,1760,1.777324,12,0,1,9,0,0,2285,1.885799,12,0,1,10,0,0,3215,2.022467,12,0,1,11,0,0,3540
9936,1.538514,12,0,1,3,0,0,2280,1.256477,12,0,1,4,0,0,3302,1.705794,12,0,1,5,0,1,2185,1.948554,12,0,1,6,1,0,2080,2.369424,12,0,1,7,1,1,2080,2.56447,12,0,1,8,1,1,2080,2.679806,12,0,1,9,1,1,2080,2.786848,12,0,1,10,1,1,2080
9964,0.8595009,9,0,1,4,0,0,2248,1.442384,9,0,1,5,0,0,2080,1.14484,9,0,1,6,0,0,2752,1.514206,9,0,1,7,0,0,2248,1.83955,9,0,1,8,0,0,2000,1.805182,9,0,1,9,0,0,2000,1.557979,9,0,1,10,0,0,2510,1.606387,9,0,1,11,0,0,2300
10043,1.473975,12,0,1,4,0,0,3040,0.450201,12,0,1,5,0,0,3060,0.0924941,12,0,1,6,0,0,2262,1.44545,12,0,1,7,1,0,2408,0.607719,12,0,1,8,1,0,2285,0.8458323,12,0,1,9,1,0,2755,1.03947,12,0,1,10,1,1,2342,1.455614,12,0,1,11,1,0,2080
10067,1.364618,11,0,1,2,0,0,2080,1.485029,11,0,1,3,0,0,2120,1.736114,11,0,1,4,1,0,2080,1.750103,11,0,1,5,1,0,2080,1.90569,11,0,1,6,1,0,2080,1.810723,11,0,1,7,1,0,2000,2.108424,11,0,1,8,1,0,1930,1.748325,11,0,1,9,1,0,1785
10091,1.465272,12,0,0,5,1,0,3335,2.10231,12,0,0,6,1,0,2248,1.735994,12,0,0,7,1,1,2120,1.263876,12,0,0,8,1,0,2120,1.800329,12,0,0,9,1,0,2080,1.966632,12,0,0,10,1,0,2080,1.785115,12,0,0,11,1,0,2000,1.71465,12,0,0,12,1,0,3440
10120,-0.236821,13,0,0,2,0,0,785,0.2711528,13,0,0,3,0,0,610,0.23042,13,0,0,4,0,0,1254,1.411161,13,0,0,5,0,0,1958,1.692522,13,0,0,6,0,0,1995,1.48566,13,0,0,7,0,0,2600,1.895031,13,0,0,8,1,0,2190,1.952051,13,0,0,9,1,0,2080
10121,1.224856,11,0,0,2,0,0,2080,1.442384,11,0,0,3,0,0,2080,1.500714,11,0,0,4,0,0,2080,1.523447,11,0,0,5,0,0,2080,1.588373,11,0,0,6,0,0,2080,1.520888,11,0,0,7,0,0,2510,1.457437,11,0,0,8,0,0,2390,1.893691,11,0,0,9,0,0,2205
10167,1.448,12,1,0,4,0,1,2080,1.609438,12,1,0,5,0,1,2080,1.547403,12,1,0,6,0,1,2080,1.660805,12,1,0,7,0,1,2080,1.743171,12,1,0,8,0,1,2080,1.793361,12,1,0,9,0,1,2080,1.851255,12,1,0,10,0,1,2080,1.99461,12,1,0,11,0,1,2080
10209,1.235906,10,0,0,3,0,0,2340,1.134671,10,0,0,4,0,0,2315,0.9178749,10,0,0,5,0,0,2395,1.202104,10,0,0,6,0,0,2150,1.518409,10,0,0,7,0,0,1040,1.178175,10,0,0,8,0,0,2080,1.458212,10,0,0,9,1,0,2080,1.393294,10,0,0,10,1,0,2530
10230,1.667544,10,0,0,5,1,0,2338,1.583953,10,0,0,6,1,0,2340,1.740722,10,0,0,7,1,0,2110,1.72541,10,0,0,8,1,0,2080,1.743171,10,0,0,9,0,0,2080,1.765962,10,0,0,10,1,0,2080,1.745894,10,0,0,11,0,0,2080,1.861079,10,0,0,12,0,0,2080
